url,Author,Title,Date,date_clean
https://www.texastribune.org/2018/10/26/hays-county-expands-early-voting-access-texas-state-university-student/,ALEXA URA,Hays County expands early voting access for Texas State University students,"OCT. 26, 2018",2018-10-26
https://www.texastribune.org/2018/10/30/texas-representatives-congress-trump-proposal-end-birthright-citizens/,ANDREW EVERSDEN,Texas Democrats in Congress oppose Trump proposal to end birthright citizenship. Most Republicans have stayed silent.,"OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/25/trump-administration-send-hundreds-troops-us-mexico-border-reports-say/,EMMA PLATOFF,"Trump administration to send hundreds of troops to the U.S-Mexico border, reports say","OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/25/waller-county-expands-early-voting-prairie-view-m-students/,MATT ZDUN,Waller County expands early voting for Prairie View A&M students,"OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/30/texas-state-capitol-offices-evacuated-due-suspicious-package/,MATT ZDUN,"Authorities find ""no viable threat"" after evacuation at the Texas Capitol due to a suspicious package","OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/11/01/harris-county-texas-juvenile-judges-private-attorneys/,NEENA SATIJA,Harris County juvenile judges and private attorneys accused of cronyism: “Everybody wins but the kids”,"NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/29/department-defense-says-its-sending-5200-troops-us-mexico-border/,JULIÁN AGUILAR,"Department of Defense says it's sending 5,200 troops to U.S.-Mexico border","OCT. 29, 2018",2018-10-29
https://www.texastribune.org/2018/11/01/texas-gov-greg-abbott-has-pitched-plan-fix-school-finance/,ALIYYA SWABY,"Behind closed doors, Greg Abbott’s office has pitched a plan to fix Texas school finance","NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/30/trump-executive-order-end-citizenship-children-born-us-noncitizens/,THE WASHINGTON POST,Trump eyeing executive order to end citizenship for children born in U.S. to noncitizens,"OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/30/texas-border-lawmakers-troop-deployment/,JULIÁN AGUILAR,Texas' border lawmakers say they're in the dark on troop deployment,"OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/24/family-separation-federal-agencies-dhs-hhs-unprepared/,TEO ARMUS,"Federal agencies were unprepared to deal with family separations, government report says","OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/25/cuellar-aide-fired-pregnancy/,THE WASHINGTON POST,Former aide to Texas congressman files complaint saying she was fired over pregnancy,"OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/25/donald-trump-considering-plan-ban-entry-migrants-southern-border/,THE WASHINGTON POST,"Trump considering plan to ban entry of migrants at southern border, deny asylum","OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/24/ted-cruz-vs-beto-orourke-reddit-discussion-ama-texas-reporters/,BOBBY BLANCHARD,Five Texas reporters answer questions about the Ted Cruz-Beto O'Rourke race,"OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/24/family-separation-deterrent-apprehensions-immigration/,TEO ARMUS,"As border crossings surge, some migrants say they came now because family separation is over","OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/28/austin-water-boil-notice-lifted-after-seven-days/,CARLOS ANCHONDO,Austin lifts city-wide boil water notice,"OCT. 28, 2018",2018-10-28
https://www.texastribune.org/2018/10/31/ted-cruz-beto-orourke-poll-uttyler-texas/,MATT ZDUN,"Ted Cruz’s lead over Beto O’Rourke narrows to 3.6, UT-Tyler poll says","OCT. 31, 2018",2018-10-31
